ar-VAE_b_0.2_c_50.0_g_0.1_d_10.0,-0.07521901301835854,-0.1785891530705137,-1.7207739708654182,0.9338600772397959,0.9354171957005825,0.3123485030296672,0.7880583464701273,0.8844137850080431,0.5999189873815846
ar-VAE_b_0.2_c_50.0_g_1.0_d_10.0,0.07099730435215013,-0.1302932639799177,-1.7005846997626164,0.974972374740606,0.9700952167998824,0.9959498746080632,0.993456558442375,0.9997759037715153,0.9995532874388199
ar-VAE_b_0.2_c_50.0_g_10.0_d_10.0,0.07102701405800627,0.004532484587249308,-1.2800286739669664,0.9527109282469551,0.9686072659120818,0.9833546523383384,0.9904508701127156,0.9984875174055536,0.9991383919882657
beta-VAE_b_0.2_c_50.0,-0.21045858439858844,0.24300217929996504,-0.5120529095345172,0.9161525856591034,0.9381399950810663,-0.459636272438275,-0.1604747037958576,-0.12776480979262472,-0.08715661069212866
beta-VAE_b_1.0_c_50.0,0.09017237039975501,0.7782714120235397,0.18779445697770125,0.9632732059278634,0.9707199971982542,0.11067196875262109,0.4451678293158532,0.5591664100962994,0.3225021630412995
beta-VAE_b_4.0_c_50.0,0.6809474688119693,0.9750447529562516,0.9426152167920886,0.993272797778091,0.9855058883026333,0.05935968680851622,-0.7293916562179275,-0.929064060603868,-1.0680742440662363
interp-VAE_n_1_b_0.2_c_50.0_g_0.1,-0.17179632977017856,-0.01086716019126821,-1.9304580619170855,0.9591011601727438,0.9713630027687472,0.9880572225905134,0.8280159264920801,0.5937787038648465,0.9954938382449365
interp-VAE_n_1_b_0.2_c_50.0_g_1.0,0.5839562113325205,0.4548136340975928,-0.85960168620167,0.9484331292454489,0.9637191644932493,0.996915579325552,0.9986319795826227,0.9991473242018503,0.9993198394293094
interp-VAE_n_1_b_0.2_c_50.0_g_10.0,0.255140041894953,0.33698147193009576,0.9816618181355176,0.9899282524205113,0.9691989593000498,0.9979049798217272,0.9998274097052412,0.9966798894288347,0.9991441999658602
s2-VAE_b_0.2_c_50.0_g_0.1,0.27026624346979233,0.6446595116156362,-0.9478009887353038,0.9325157319816321,0.954440973738441,0.9916372075412981,0.986444383815986,0.9753756027542958,0.9971321439190338
s2-VAE_b_0.2_c_50.0_g_1.0,0.4728814857903534,0.7903030723141309,-1.2078031889219054,0.8846702071044081,0.9595067965915787,0.999841944763682,1.0,1.0,1.0
s2-VAE_b_0.2_c_50.0_g_10.0,0.7733674314654151,0.9314843443375069,0.7758354130289988,0.9808299873261789,0.9926683747715898,0.999825760003509,1.0,0.9998271785109641,0.9998266220930663
